UID,Round,Choice,Profile_Gender,Profile_Caste,Profile_Party,Profile_PG,Profile_Promise,conjoint_choice,respondent_state,respondent_gender,respondent_age,respondent_co_ethnic
DBIV,2,B,Female,Forward,JMM,Good Roads,Economy,0,Jharkhand,female,35,0
DBIV,1,A,Male,SC,INC,Good Roads,Economy,1,Jharkhand,female,35,0
DBIV,1,B,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,female,35,1
DBIV,2,A,Male,SC,INC,Good Roads,Patronage,1,Jharkhand,female,35,0
DBOX,2,A,Female,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,50,0
DBOX,2,B,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,50,0
DBOX,1,A,Female,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,50,0
DBOX,1,B,Male,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,50,0
DBWS,1,B,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,female,35,0
DBWS,2,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,female,35,1
DBWS,2,B,Male,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,female,35,0
DBWS,1,A,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,35,0
DCCG,1,A,Female,SC,INC,Good Roads,Economy,1,Jharkhand,male,35,1
DCCG,2,A,Female,SC,INC,Good Roads,Economy,1,Jharkhand,male,35,1
DCCG,2,B,Female,Forward,JMM,Good Roads,Economy,0,Jharkhand,male,35,0
DCCG,1,B,Male,Forward,INC,Bad Roads,Economy,0,Jharkhand,male,35,0
DCCS,1,B,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,28,0
DCCS,2,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,male,28,0
DCCS,2,B,Male,SC,INC,Bad Roads,Economy,0,Jharkhand,male,28,1
DCCS,1,A,Female,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,28,0
DCLC,2,A,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,male,35,0
DCLC,1,B,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,35,0
DCLC,2,B,Female,OBC,JMM,Bad Roads,Economy,1,Jharkhand,male,35,1
DCLC,1,A,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,35,1
DCRK,1,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,50,1
DCRK,2,B,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,50,0
DCRK,2,A,Female,OBC,INC,Good Roads,Patronage,1,Jharkhand,male,50,0
DCRK,1,A,Male,Forward,BJP,Good Roads,Patronage,1,Jharkhand,male,50,1
DCVX,2,A,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,58,0
DCVX,1,A,Male,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,58,1
DCVX,1,B,Female,SC,BJP,Good Roads,Economy,1,Jharkhand,male,58,0
DCVX,2,B,Female,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,58,0
DCWT,2,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,31,1
DCWT,2,B,Male,SC,JMM,Good Roads,Economy,0,Jharkhand,male,31,0
DCWT,1,A,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,male,31,0
DCWT,1,B,Male,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,31,1
DDDF,2,A,Female,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,35,1
DDDF,2,B,Male,OBC,INC,Good Roads,Economy,0,Jharkhand,male,35,0
DDDF,1,B,Female,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,35,0
DDDF,1,A,Female,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,35,1
DDKP,1,A,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,25,0
DDKP,2,B,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,male,25,0
DDKP,1,B,Male,SC,INC,Good Roads,Economy,1,Jharkhand,male,25,0
DDKP,2,A,Male,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,25,1
DDPC,1,A,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,male,18,0
DDPC,2,A,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,18,0
DDPC,1,B,Female,SC,JMM,Good Roads,Patronage,0,Jharkhand,male,18,0
DDPC,2,B,Female,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,18,1
DDSC,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,male,35,0
DDSC,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,female,32,0
DDSC,2,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,35,1
DDSC,2,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,female,32,1
DDSC,1,B,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,35,0
DDSC,1,B,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,female,32,0
DDSC,1,A,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,35,0
DDSC,1,A,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,female,32,0
DDTJ,1,B,Male,Forward,INC,Good Roads,Patronage,0,Jharkhand,male,30,0
DDTJ,2,B,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,30,1
DDTJ,2,A,Male,OBC,JMM,Bad Roads,Economy,1,Jharkhand,male,30,1
DDTJ,1,A,Male,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,30,1
DDTS,1,A,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,25,1
DDTS,2,B,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,male,25,0
DDTS,2,A,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,male,25,0
DDTS,1,B,Female,Forward,INC,Bad Roads,Economy,1,Jharkhand,male,25,0
DDYL,2,B,Female,Forward,BJP,Good Roads,Economy,1,Jharkhand,male,52,0
DDYL,1,B,Female,SC,INC,Good Roads,Patronage,0,Jharkhand,male,52,0
DDYL,1,A,Male,SC,BJP,Good Roads,Economy,1,Jharkhand,male,52,0
DDYL,2,A,Female,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,52,1
DDYU,2,A,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,38,1
DDYU,2,B,Female,SC,INC,Bad Roads,Economy,0,Jharkhand,female,38,0
DDYU,1,A,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,female,38,0
DDYU,1,B,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,female,38,0
DEUD,2,A,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,male,30,0
DEUD,1,A,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,30,0
DEUD,2,B,Female,Forward,BJP,Good Roads,Economy,1,Jharkhand,male,30,0
DEUD,1,B,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,30,0
DFOR,1,B,Female,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,61,1
DFOR,1,A,Male,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,61,0
DFOR,2,A,Male,OBC,INC,Good Roads,Economy,0,Jharkhand,male,61,1
DFOR,2,B,Female,OBC,INC,Bad Roads,Patronage,1,Jharkhand,male,61,1
DFVH,1,B,Female,SC,BJP,Bad Roads,Patronage,1,Jharkhand,male,30,0
DFVH,2,B,Male,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,30,1
DFVH,2,A,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,male,30,1
DFVH,1,A,Male,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,30,0
DFWB,1,B,Female,SC,INC,Good Roads,Economy,0,Jharkhand,female,40,1
DFWB,2,A,Male,OBC,BJP,Good Roads,Patronage,0,Jharkhand,female,40,0
DFWB,1,A,Female,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,female,40,0
DFWB,2,B,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,female,40,0
DGPT,1,A,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,female,69,1
DGPT,2,B,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,69,0
DGPT,1,B,Male,Forward,INC,Bad Roads,Patronage,1,Jharkhand,female,69,0
DGPT,2,A,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,female,69,0
DGRB,1,A,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,male,36,1
DGRB,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Jharkhand,male,36,1
DGRB,1,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,36,0
DGRB,2,A,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,36,0
DGYQ,2,A,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,female,40,0
DGYQ,2,B,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,40,0
DGYQ,1,A,Male,SC,BJP,Good Roads,Patronage,0,Jharkhand,female,40,1
DGYQ,1,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,female,40,1
DHXJ,1,B,Male,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,45,0
DHXJ,1,A,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,45,0
DHXJ,2,B,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,female,45,0
DHXJ,2,A,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,female,45,1
DHYT,2,B,Female,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,35,0
DHYT,1,A,Female,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,35,0
DHYT,1,B,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,35,0
DHYT,2,A,Male,SC,INC,Good Roads,Economy,0,Jharkhand,male,35,0
DIJJ,1,B,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,male,43,0
DIJJ,2,A,Female,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,43,1
DIJJ,2,B,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,43,1
DIJJ,1,A,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,43,0
DIKY,1,B,Female,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,55,1
DIKY,1,A,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,55,0
DIKY,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,male,55,1
DIKY,2,B,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,55,1
DJAP,2,A,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,38,1
DJAP,1,B,Male,OBC,INC,Good Roads,Patronage,0,Jharkhand,male,38,0
DJAP,2,B,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,38,0
DJAP,1,A,Male,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,38,1
DJKC,1,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,male,40,0
DJKC,1,B,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,40,0
DJKC,2,B,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,40,1
DJKC,2,A,Female,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,40,0
DJLI,2,B,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,28,1
DJLI,2,A,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,28,0
DJLI,1,A,Female,SC,INC,Bad Roads,Economy,0,Jharkhand,male,28,1
DJLI,1,B,Female,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,28,1
DKAX,2,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,58,0
DKAX,1,B,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,58,0
DKAX,1,A,Female,SC,INC,Bad Roads,Economy,1,Jharkhand,male,58,1
DKAX,2,B,Female,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,58,0
DKEC,2,A,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,55,1
DKEC,2,B,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,55,1
DKEC,1,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,male,55,0
DKEC,1,B,Female,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,55,0
DKLH,2,A,Female,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,male,60,0
DKLH,1,A,Male,OBC,INC,Bad Roads,Patronage,1,Jharkhand,male,60,1
DKLH,2,B,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,60,1
DKLH,1,B,Female,OBC,BJP,Bad Roads,Patronage,0,Jharkhand,male,60,1
DKUV,1,B,Female,SC,INC,Bad Roads,Economy,1,Jharkhand,male,60,0
DKUV,1,A,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,60,0
DKUV,2,A,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,male,60,0
DKUV,2,B,Female,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,60,0
DKYG,1,A,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,female,39,0
DKYG,1,B,Female,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,female,39,0
DKYG,2,A,Male,OBC,INC,Bad Roads,Patronage,1,Jharkhand,female,39,0
DKYG,2,B,Male,Forward,INC,Bad Roads,Economy,0,Jharkhand,female,39,0
DLEY,2,A,Female,SC,INC,Good Roads,Economy,0,Jharkhand,female,18,0
DLEY,2,B,Male,Forward,JMM,Bad Roads,Economy,1,Jharkhand,female,18,1
DLEY,1,B,Female,Forward,INC,Good Roads,Patronage,0,Jharkhand,female,18,1
DLEY,1,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,female,18,0
DLMM,2,B,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,female,55,1
DLMM,1,B,Female,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,female,55,0
DLMM,1,A,Male,OBC,JMM,Good Roads,Patronage,1,Jharkhand,female,55,1
DLMM,2,A,Female,SC,INC,Good Roads,Patronage,0,Jharkhand,female,55,0
DMDX,1,A,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,50,0
DMDX,2,A,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,50,0
DMDX,1,B,Male,OBC,INC,Good Roads,Economy,0,Jharkhand,male,50,1
DMDX,2,B,Male,SC,INC,Bad Roads,Patronage,1,Jharkhand,male,50,0
DMEC,2,B,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,27,0
DMEC,2,A,Female,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,27,1
DMEC,1,B,Female,Forward,JMM,Bad Roads,Economy,0,Jharkhand,male,27,0
DMEC,1,A,Male,Forward,JMM,Bad Roads,Economy,1,Jharkhand,male,27,0
DMID,2,A,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,female,35,1
DMID,2,B,Female,Forward,BJP,Good Roads,Economy,0,Jharkhand,female,35,0
DMID,1,B,Male,OBC,BJP,Good Roads,Patronage,1,Jharkhand,female,35,0
DMID,1,A,Female,SC,JMM,Good Roads,Economy,0,Jharkhand,female,35,1
DMQP,2,B,Female,Forward,INC,Bad Roads,Patronage,1,Jharkhand,female,20,1
DMQP,2,A,Male,SC,INC,Bad Roads,Economy,0,Jharkhand,female,20,0
DMQP,1,A,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,female,20,0
DMQP,1,B,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,female,20,1
DNCK,1,B,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,54,1
DNCK,2,A,Male,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,54,0
DNCK,1,A,Female,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,54,0
DNCK,2,B,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,male,54,0
DNQB,2,A,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,20,0
DNQB,2,A,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,22,0
DNQB,1,A,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,20,0
DNQB,1,A,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,22,0
DNQB,2,B,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,20,0
DNQB,2,B,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,22,0
DNQB,1,B,Male,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,20,1
DNQB,1,B,Male,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,22,1
DNRI,1,B,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,male,35,0
DNRI,2,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,35,1
DNRI,1,A,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,35,0
DNRI,2,B,Male,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,35,1
DODH,1,B,Female,SC,JMM,Bad Roads,Patronage,1,Jharkhand,female,35,0
DODH,1,A,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,female,35,0
DODH,2,A,Female,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,35,0
DODH,2,B,Male,OBC,JMM,Good Roads,Economy,0,Jharkhand,female,35,1
DODN,1,B,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,female,24,0
DODN,1,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,female,24,0
DODN,2,A,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,female,24,0
DODN,2,B,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,female,24,0
DOMT,1,A,Male,SC,INC,Bad Roads,Economy,1,Jharkhand,male,62,0
DOMT,2,A,Male,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,62,0
DOMT,1,B,Female,SC,INC,Good Roads,Patronage,0,Jharkhand,male,62,0
DOMT,2,B,Male,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,62,0
DONA,1,B,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,male,65,1
DONA,1,A,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,65,1
DONA,2,A,Male,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,65,1
DONA,2,B,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,65,0
DOQE,1,A,Male,Forward,BJP,Bad Roads,Economy,1,Jharkhand,female,46,0
DOQE,1,B,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,46,1
DOQE,2,A,Male,SC,BJP,Good Roads,Economy,1,Jharkhand,female,46,0
DOQE,2,B,Male,Forward,INC,Good Roads,Economy,0,Jharkhand,female,46,0
DPEX,2,A,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,female,42,0
DPEX,1,B,Male,Forward,JMM,Bad Roads,Economy,0,Jharkhand,female,42,0
DPEX,1,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,female,42,0
DPEX,2,B,Female,Forward,JMM,Good Roads,Patronage,0,Jharkhand,female,42,0
DPNG,1,A,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,30,0
DPNG,1,B,Female,Forward,JMM,Good Roads,Patronage,0,Jharkhand,male,30,0
DPNG,2,B,Female,SC,INC,Good Roads,Economy,0,Jharkhand,male,30,1
DPNG,2,A,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,30,1
DPSG,1,B,Male,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,male,74,0
DPSG,2,A,Male,SC,INC,Good Roads,Patronage,1,Jharkhand,male,74,1
DPSG,2,B,Male,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,74,0
DPSG,1,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,male,74,0
DRHI,2,A,Female,SC,INC,Bad Roads,Patronage,1,Jharkhand,male,27,0
DRHI,2,A,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,55,0
DRHI,1,B,Female,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,27,0
DRHI,1,B,Female,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,55,0
DRHI,1,A,Female,SC,INC,Bad Roads,Economy,0,Jharkhand,male,27,0
DRHI,1,A,Female,SC,INC,Bad Roads,Economy,0,Jharkhand,male,55,0
DRHI,2,B,Male,Forward,INC,Good Roads,Patronage,0,Jharkhand,male,27,0
DRHI,2,B,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,male,55,0
DRIK,1,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,47,0
DRIK,1,A,Male,OBC,INC,Good Roads,Patronage,0,Jharkhand,male,47,1
DRIK,2,A,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,47,0
DRIK,2,B,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,male,47,1
DRNC,1,A,Female,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,40,0
DRNC,1,A,Female,OBC,JMM,Good Roads,Economy,0,Jharkhand,female,50,0
DRNC,2,A,Male,OBC,INC,Bad Roads,Patronage,1,Jharkhand,male,40,0
DRNC,2,A,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,female,50,0
DRNC,1,B,Male,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,male,40,0
DRNC,1,B,Male,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,female,50,0
DRNC,2,B,Female,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,40,0
DRNC,2,B,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,female,50,0
DRXX,2,B,Male,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,35,0
DRXX,1,A,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,35,0
DRXX,2,A,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,male,35,1
DRXX,1,B,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,35,0
DSBR,2,A,Female,OBC,INC,Bad Roads,Patronage,1,Jharkhand,female,71,0
DSBR,1,A,Female,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,71,0
DSBR,1,B,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,female,71,1
DSBR,2,B,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,female,71,0
DSCQ,1,B,Male,SC,INC,Good Roads,Patronage,0,Jharkhand,male,40,0
DSCQ,1,A,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,40,1
DSCQ,2,A,Female,SC,INC,Good Roads,Economy,0,Jharkhand,male,40,0
DSCQ,2,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,40,0
DSDD,1,B,Female,Forward,INC,Bad Roads,Economy,0,Jharkhand,female,21,0
DSDD,2,B,Female,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,female,21,0
DSDD,1,A,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,female,21,0
DSDD,2,A,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,21,0
DSFU,1,B,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,52,0
DSFU,1,A,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,52,0
DSFU,2,B,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,52,0
DSFU,2,A,Female,OBC,JMM,Bad Roads,Economy,1,Jharkhand,male,52,1
DSPR,1,A,Male,OBC,JMM,Bad Roads,Economy,1,Jharkhand,female,29,1
DSPR,1,B,Male,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,29,1
DSPR,2,A,Female,SC,JMM,Bad Roads,Economy,1,Jharkhand,female,29,0
DSPR,2,B,Female,SC,BJP,Good Roads,Economy,0,Jharkhand,female,29,0
DSYE,2,A,Female,SC,BJP,Bad Roads,Economy,0,Jharkhand,male,52,0
DSYE,1,A,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,52,0
DSYE,2,B,Female,SC,BJP,Good Roads,Economy,1,Jharkhand,male,52,0
DSYE,1,B,Female,OBC,JMM,Bad Roads,Patronage,1,Jharkhand,male,52,0
DTMG,1,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,female,35,0
DTMG,2,B,Male,Forward,INC,Good Roads,Economy,0,Jharkhand,female,35,0
DTMG,2,A,Female,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,35,0
DTMG,1,B,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,female,35,1
DTRO,1,B,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,male,75,1
DTRO,1,A,Female,Forward,INC,Bad Roads,Patronage,1,Jharkhand,male,75,0
DTRO,2,B,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,75,0
DTRO,2,A,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,75,0
DTRV,1,B,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,male,48,1
DTRV,1,A,Female,SC,BJP,Bad Roads,Patronage,1,Jharkhand,male,48,1
DTRV,2,B,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,48,1
DTRV,2,A,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,male,48,0
DTSC,1,B,Male,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,male,24,0
DTSC,2,B,Male,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,24,0
DTSC,1,A,Male,Forward,JMM,Good Roads,Economy,0,Jharkhand,male,24,0
DTSC,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,24,0
DTSP,1,A,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,female,55,0
DTSP,2,A,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,female,55,1
DTSP,2,B,Male,SC,INC,Bad Roads,Economy,1,Jharkhand,female,55,1
DTSP,1,B,Male,Forward,JMM,Good Roads,Patronage,0,Jharkhand,female,55,0
DTVN,1,A,Male,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,48,0
DTVN,1,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,48,1
DTVN,2,B,Male,OBC,INC,Bad Roads,Economy,1,Jharkhand,male,48,0
DTVN,2,A,Female,OBC,INC,Good Roads,Economy,0,Jharkhand,male,48,0
DUJQ,2,A,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,33,1
DUJQ,1,A,Female,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,female,33,0
DUJQ,2,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,female,33,1
DUJQ,1,B,Male,SC,INC,Good Roads,Patronage,1,Jharkhand,female,33,1
DUVU,2,A,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,female,60,1
DUVU,2,B,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,female,60,0
DUVU,1,B,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,60,1
DUVU,1,A,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,female,60,0
DVCB,2,A,Female,Forward,JMM,Good Roads,Patronage,0,Jharkhand,male,38,0
DVCB,1,B,Male,Forward,INC,Good Roads,Economy,1,Jharkhand,male,38,0
DVCB,1,A,Female,SC,JMM,Good Roads,Economy,0,Jharkhand,male,38,1
DVCB,2,B,Male,Forward,INC,Bad Roads,Economy,1,Jharkhand,male,38,0
DVCH,2,A,Male,SC,INC,Good Roads,Patronage,0,Jharkhand,female,39,0
DVCH,1,A,Male,OBC,JMM,Good Roads,Economy,1,Jharkhand,female,39,1
